Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Chipati Bread, 1 round",48.0,8.0,0.0,1.2,2.4,0.0,3.3,0.07,2.8,0.09,0.35,15.61,12.5,0.62,176.7,13.9,0.78,263,Lunch,Pakistani,Lunch
"Generic Masala Zucchini, 1 cup cooked",71.2,4.4,0.0,6.0,2.4,0.0,0.0,0.22,1.8,0.03,0.14,17.32,1.3,0.67,132.8,3.8,0.91,90,Lunch,Pakistani,Lunch
"Sodexo Spiced Roast Chicken, 1 cooked breast (143 g)",76.0,0.8,0.0,3.2,10.0,0.0,0.0,0.56,4.0,0.14,0.7,5.21,49.8,0.4,143.1,14.1,0.35,341,Dinner,Pakistani,Dinner
"Sainsbury's Butter Chicken, 400 g",222.4,8.4,0.0,12.8,17.6,0.0,49.1,0.13,7.2,0.16,0.35,2.61,12.6,0.43,95.4,18.2,0.92,429,Dinner,Pakistani,Dinner
"Whole Wheat Roti, 0.5 piece",10.0,2.4,0.0,0.0,0.8,0.0,0.0,0.04,6.8,0.21,0.42,4.42,14.3,0.82,55.2,15.4,0.21,217,Dinner,Pakistani,Lunch
"Cheese Naan Bread, 1.5 naan",199.2,29.6,0.0,5.6,10.0,0.0,0.0,0.18,1.6,0.01,0.07,17.49,29.0,0.36,175.8,9.3,0.87,275,Breakfast,Pakistani,Breakfast
"Butter Chicken, 1.5 cups",111.2,17.2,0.0,2.0,6.8,0.0,0.0,0.03,4.0,0.06,1.07,23.81,31.0,1.0,24.1,7.7,0.08,126,Dinner,Pakistani,Dinner
"Food Chole (Curried Chickpeas), 0.75 Cup",60.8,7.6,0.0,2.4,2.4,0.0,0.0,0.35,3.4,0.07,1.24,7.69,48.3,0.37,208.1,27.7,0.09,294,Lunch,Pakistani,Lunch
"Life Mattar Paneer, 342 g",188.0,26.8,0.0,4.8,5.2,0.0,89.3,0.1,3.3,0.1,0.74,2.48,37.7,0.29,141.5,9.3,0.65,164,Dinner,Pakistani,Lunch
"Fish Cakes, 2 serving(s)",94.8,5.6,0.0,5.2,6.0,0.0,43.8,0.19,6.9,0.18,0.25,5.04,0.1,1.7,50.9,37.1,0.82,253,Lunch,Global,Lunch
"Sainsbury's Diet Tonic Water Bottle, 1 container (1000 mls ea.)",4.8,0.0,0.0,0.0,0.0,0.0,25.6,0.33,4.8,0.06,0.1,0.01,10.1,1.51,167.5,11.5,0.66,249,Lunch,Global,Lunch
"Maya Kaimal Tikka Masala Simmer Sauce, 1 cup",120.0,8.0,0.0,9.6,1.6,0.0,43.7,0.39,1.9,0.09,0.29,12.3,0.7,1.29,196.3,16.1,0.69,297,Lunch,Pakistani,Lunch
"Chicken Madras, 0.3 serving 200g",48.0,5.6,0.0,2.4,3.6,0.0,34.0,0.35,7.9,0.12,0.38,12.2,14.3,0.11,107.0,6.0,0.13,198,Dinner,Pakistani,Dinner
"No-Butter, Butter Chicken, 1/4 Recipe",96.8,4.4,0.0,4.0,10.4,0.0,0.0,0.24,2.0,0.03,0.53,10.88,25.2,0.01,58.5,4.5,0.73,190,Dinner,Pakistani,Dinner
"Pure 100% Organic Grass Fed Ghee, 1 tbsp",48.0,0.0,0.0,5.6,0.0,0.0,29.1,0.05,2.3,0.08,0.88,11.59,60.5,0.75,264.0,21.9,0.48,146,Dinner,Pakistani,Lunch
"Green Beans by gram, 146 serving(s)",26.0,4.4,0.0,0.8,1.2,0.0,24.3,0.3,7.3,0.33,0.4,0.91,14.4,0.82,64.4,8.7,0.19,242,Dinner,Pakistani,Lunch
"Homemade South Karapusa, 1 cup",152.8,23.6,0.0,3.2,5.2,0.0,10.0,0.2,0.4,0.07,0.61,7.17,1.5,0.36,12.3,5.4,0.21,351,Lunch,Global,Lunch
"Diet Gourmet Dahl Lentils, 0.33 cup",24.0,3.6,0.0,0.4,1.6,0.0,35.5,0.17,4.0,0.04,0.33,4.33,46.0,0.49,233.8,19.4,0.79,405,Dinner,Pakistani,Lunch
"Homemade Fruit Custard, 1 cup",51.2,7.6,0.0,1.6,2.4,0.0,0.0,0.49,7.6,0.08,0.51,9.89,41.0,0.54,173.6,3.4,0.22,342,Dinner,Pakistani,Lunch
"Tesco Chicken Tikka Masala, 256 g",146.4,21.6,0.0,8.0,9.2,0.0,0.0,0.43,3.9,0.21,0.25,7.88,6.8,1.08,76.5,10.7,0.42,69,Dinner,Pakistani,Dinner
"Generic Basmati Rice (Cooked), 0.5 cup",42.0,8.8,0.0,0.4,0.8,0.0,23.2,0.2,5.4,0.11,0.02,4.24,17.5,1.84,20.9,0.3,0.47,227,Dinner,Pakistani,Lunch
"Beans and Potato, 1 katori",42.8,0.0,0.0,0.0,0.0,0.0,3.3,0.5,6.0,0.03,0.15,14.93,10.6,1.93,181.7,13.8,0.1,127,Lunch,Pakistani,Lunch
"Sainsburys Pilau Rice, 60 g",40.4,8.4,0.0,0.4,0.8,0.0,48.4,0.31,3.6,0.07,0.45,12.9,54.5,0.21,55.1,1.9,0.31,289,Lunch,Pakistani,Lunch
"Generic Keema (- Ground Meat), 0.5 cup",102.8,1.2,0.0,8.0,6.0,0.0,0.4,0.23,2.2,0.26,0.6,3.35,65.6,0.61,104.8,9.1,0.33,425,Dinner,Pakistani,Lunch
"Sainsbury's Garlic & Chilli Chicken ( No Rice), 1 container (400 gs ea.)",166.4,8.8,0.0,7.2,19.2,0.0,0.0,0.15,0.1,0.11,0.6,6.12,65.6,0.49,135.2,6.7,0.57,222,Dinner,Pakistani,Dinner
"Amy's Vegetable Korma, 1 Entree",124.0,16.4,0.0,4.8,3.6,0.0,94.1,0.16,5.6,0.08,0.28,6.22,52.1,0.88,95.0,12.0,0.1,310,Lunch,Pakistani,Lunch
"Chickpeas Curry Chickpeas Curry Styple, 2 cup",215.2,36.0,0.0,3.2,12.0,0.0,0.0,0.25,0.2,0.04,1.25,0.97,6.0,0.08,179.5,10.6,0.14,418,Dinner,Pakistani,Dinner
"Kadai Paneer, 3 cup",123.6,12.4,0.0,8.4,2.8,0.0,0.0,0.4,1.4,0.13,0.79,10.43,0.3,1.18,121.1,4.4,0.24,322,Lunch,Pakistani,Lunch
"Store Jalebi, 1 pieces",47.2,8.4,0.0,1.6,0.4,0.0,69.3,0.11,10.1,0.06,0.25,11.8,10.3,1.34,109.8,24.1,0.18,218,Dinner,Pakistani,Lunch
"Robbo (Homemade) South Garlic Chilli Chicken Curry, 0.5 container",117.2,0.0,0.0,0.0,0.0,0.0,36.6,0.12,11.0,0.07,0.42,5.54,45.9,0.26,174.4,21.5,0.31,267,Dinner,Pakistani,Dinner
"River Orange Juice, 1 fl 0z",5.6,1.2,0.0,0.0,0.0,0.0,20.4,0.1,1.4,0.05,0.34,9.36,32.0,0.32,173.3,15.7,0.29,118,Lunch,Global,Lunch
"Poppadum, 0 poppadum",0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.1,7.3,0.05,0.01,4.0,64.9,3.09,168.5,10.5,0.61,353,Lunch,Pakistani,Lunch
Hariyali Chicken Tikka,81.6,5.2,0.0,5.2,4.0,0.0,16.9,0.3,5.3,0.09,0.62,4.67,1.0,0.28,155.2,18.2,0.58,471,Dinner,Global,Lunch
"Chicken Tikka, 0.5 Portion",52.0,0.4,0.0,3.2,5.6,0.0,0.0,0.12,5.5,0.13,0.05,0.78,22.9,0.31,191.2,16.6,0.6,227,Dinner,Pakistani,Dinner
"Onion Bhaji, 1.5 pieces",105.2,3.2,0.0,8.0,0.4,0.0,31.0,0.28,4.5,0.0,0.88,12.47,3.0,0.09,175.5,8.9,0.82,312,Dinner,Pakistani,Lunch
"Homemade Eggplant and Potato (), 73 g",63.2,3.2,0.0,5.6,0.4,0.0,46.4,0.25,0.2,0.06,0.69,5.59,10.7,0.48,58.2,20.9,0.15,450,Breakfast,Pakistani,Breakfast
"Asda Chicken 65, 0.5 container (150 gs ea.)",80.0,1.2,0.0,4.0,9.2,0.0,0.0,0.45,1.2,0.0,0.28,6.52,42.9,1.76,91.2,1.4,0.23,259,Dinner,Pakistani,Dinner
"East Tamarind Sauce, 50 g",40.4,10.0,0.0,0.0,0.0,0.0,20.3,0.19,2.2,0.03,0.08,7.74,37.3,1.43,27.7,4.6,0.2,122,Dinner,Pakistani,Lunch
"Waitrose Snack Selection, 0.4175 Pack",54.0,4.0,0.0,2.4,0.8,0.0,0.0,0.0,3.0,0.06,0.16,3.27,1.3,0.38,253.9,22.7,0.12,344,Dinner,Pakistani,Lunch
"Looneyspoons Coconut-Curry Chicken Thighs, 1 cup",155.2,8.0,0.0,6.4,15.6,0.0,0.0,0.3,4.9,0.04,0.76,1.84,29.1,0.22,118.1,10.6,0.49,164,Dinner,Pakistani,Dinner
"Summer Premium Chunky Peach Applesauce, 1/2 cup",40.0,10.0,0.0,0.0,0.4,0.0,0.0,0.12,10.7,0.19,0.45,8.4,2.4,0.81,143.5,10.1,0.09,116,Lunch,Pakistani,Lunch
"Sunset Magazine Spiced Salmon, 3 oz fillet",83.6,4.4,0.0,4.8,6.4,0.0,0.0,0.21,5.4,0.03,0.74,25.14,4.6,0.5,144.3,17.8,0.31,437,Lunch,Pakistani,Lunch
"South Beach Diet Spiced Grilled Chicken, 4 oz",56.0,0.4,0.0,0.8,10.8,0.0,0.0,0.54,12.0,0.03,0.07,10.1,5.3,0.56,122.0,3.4,0.39,116,Dinner,Pakistani,Dinner
"Food Chole (Curried Chickpeas), 0.33 Cup",26.8,3.2,0.0,1.2,1.2,0.0,0.0,0.36,0.6,0.02,0.6,4.9,29.3,1.37,93.5,7.1,0.03,96,Dinner,Pakistani,Lunch
"Pita Bread (Naan), 3 piece",164.4,22.4,0.0,6.0,4.4,0.0,21.0,0.14,6.6,0.1,0.41,7.57,66.4,0.3,157.9,4.6,0.62,82,Breakfast,Pakistani,Breakfast
"Bakery Blackforest Cake, 2 piece",225.6,32.4,0.0,96.0,2.0,0.0,39.3,0.38,4.2,0.06,0.15,11.09,9.6,0.35,314.1,15.5,0.15,135,Lunch,Pakistani,Lunch
"Harvest Gold's () Stone Ground Wheat Bread (Brown), 30 g",29.6,6.0,0.0,0.0,0.8,0.0,0.0,0.18,11.4,0.09,0.23,6.85,50.9,0.6,146.2,19.4,0.01,232,Dinner,Pakistani,Lunch
"Mission Chapattis Garlic, 0.5 chapattis",27.6,4.0,0.0,0.8,0.8,0.0,0.0,0.12,3.0,0.12,0.63,0.85,16.0,0.56,96.0,11.6,1.45,53,Dinner,Pakistani,Lunch
"South Beach Diet Spiced Grilled Chicken, 3 oz",42.0,0.4,0.0,0.8,8.0,0.0,8.7,0.21,6.2,0.17,0.1,3.61,45.0,0.21,30.1,17.0,0.15,41,Dinner,Pakistani,Dinner
"Asda Mini Favourites Onion Bajis, 65 g",57.2,6.4,0.0,2.4,1.6,0.0,0.0,0.24,6.5,0.18,0.53,9.88,10.0,0.59,167.9,17.3,0.11,232,Dinner,Pakistani,Lunch
"Dig Inn Spiced Carrots, 3 oz",25.2,4.0,0.0,1.2,0.4,0.0,31.1,0.36,2.4,0.19,0.4,7.11,50.1,1.16,84.6,8.2,0.52,289,Lunch,Pakistani,Lunch
"Homemade Healthy Curry Chicken, 3 oz Chicken",49.6,2.0,0.0,0.8,9.2,0.0,61.0,0.41,3.0,0.14,0.32,5.48,60.2,0.43,52.2,6.8,0.04,102,Dinner,Pakistani,Dinner
"Pilau Rice, 2 Pack",0.0,89.6,0.0,5.2,4.4,0.0,10.5,0.38,2.5,0.2,0.46,11.81,1.4,1.28,32.6,19.1,0.47,302,Dinner,Pakistani,Lunch
"Generic Basmati Rice Boiled Generic, 1.5 cup",114.0,24.0,0.0,0.4,3.2,0.0,27.9,0.01,4.3,0.09,0.62,10.83,28.8,1.1,64.3,16.7,0.5,139,Lunch,Pakistani,Lunch
"Pilau Rice, 1 tray",116.0,0.0,0.0,2.0,0.0,0.0,20.5,0.11,2.5,0.02,0.54,1.52,6.8,1.19,146.8,14.5,0.59,10,Lunch,Pakistani,Lunch
"Food Chicken Makhani, 0.33 cup",54.4,8.4,0.0,0.8,2.0,0.0,17.5,0.41,2.7,0.05,0.02,17.13,5.5,1.83,160.0,0.8,0.55,10,Dinner,Pakistani,Dinner
"Kurmura Ladoo (Puffed Rice Ball), 4 ball",136.0,32.0,0.0,0.0,2.4,0.0,0.0,0.22,11.8,0.0,0.33,16.32,64.1,0.6,200.9,22.7,0.1,147,Dinner,Pakistani,Lunch
"Continental Chicken Tonight Butter Chicken Butter Chicken, 147.6 grams",66.8,4.8,0.0,4.8,1.2,0.0,26.9,0.02,11.9,0.0,0.03,4.92,53.9,1.28,153.2,15.7,0.42,303,Dinner,Pakistani,Dinner
"Asda Pilau Rice, 125 g",90.8,16.8,0.0,2.0,0.0,0.0,0.0,0.14,0.7,0.03,0.17,6.29,36.9,0.08,23.7,3.7,0.21,167,Lunch,Pakistani,Lunch
"Sainsburys Fish Masala ( Ready Meal), 200 g (half of dish)",88.0,3.2,0.0,5.2,6.0,0.0,20.5,0.0,1.5,0.13,0.16,6.83,37.9,0.16,110.7,6.9,1.1,171,Lunch,Global,Lunch
"Mushroom Rice, 0.33 portion",22.8,3.6,0.0,0.8,0.4,0.0,24.5,0.27,4.0,0.14,0.06,9.95,13.8,0.52,115.8,25.6,0.9,210,Dinner,Pakistani,Lunch
"Chicken Biriani, 228.13 gm",130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,9.8,0.02,0.08,1.5,62.6,1.9,297.5,10.7,0.52,10,Dinner,Pakistani,Dinner
"Fevertree Naturally Light Tonic Water, 200 ml",16.0,1.6,0.0,0.0,0.0,0.0,16.5,0.02,0.9,0.03,0.1,3.89,1.3,1.27,31.6,13.8,0.89,143,Lunch,Pakistani,Lunch
"Parle 2-in-1 Rosemilk Flavour ( Toffee / Candy), 4.91 g",8.0,1.6,0.0,0.0,0.0,0.0,45.4,0.24,0.7,0.1,0.35,8.31,25.2,0.35,52.9,4.9,0.61,404,Dinner,Pakistani,Lunch
Mutton Paya,70.8,2.4,0.0,6.8,0.4,0.0,0.0,0.08,1.8,0.04,0.27,5.18,22.3,0.45,59.1,5.0,0.16,288,Dinner,Pakistani,Dinner
"Lahore Buffett , 1 Plate, 1 Plate",300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.1,0.09,0.27,19.81,34.2,0.77,160.7,43.4,0.43,478,Dinner,Pakistani,Lunch
"Murmura Murmura ( Puffed Rice), 60 gms",66.0,18.0,0.0,0.0,2.0,0.0,8.6,0.12,0.8,0.08,0.56,9.01,4.6,0.3,84.0,22.1,0.19,273,Lunch,Pakistani,Lunch
"Tea, 100 ml",12.0,1.2,0.0,0.4,0.4,0.0,30.6,0.57,1.1,0.12,0.25,14.46,3.0,1.2,104.4,11.5,0.44,257,Dinner,Pakistani,Lunch
"Tesco Lamb Rogan Josh & Pila Rice, 495 g",277.2,28.8,0.0,11.6,12.0,0.0,57.3,0.4,6.3,0.0,0.24,11.05,36.9,1.78,71.7,10.2,0.26,161,Dinner,Pakistani,Dinner
"Home Made Broccoli Curry, 0.25 cup cooked",6.0,0.8,0.0,0.4,0.0,0.0,29.2,0.16,3.6,0.06,0.24,28.41,10.3,0.7,216.5,18.2,0.59,448,Dinner,Pakistani,Dinner
"Tesco Dinner for Two, 0.38 (without pilau rice)",195.2,0.0,0.0,0.0,0.0,0.0,38.0,0.15,7.7,0.06,0.21,4.59,1.8,0.25,217.8,9.9,0.54,134,Dinner,Pakistani,Lunch
"(Uk Peshwari Naan, 0.25 Portion",38.4,10.0,0.0,2.0,2.0,0.0,0.0,0.19,4.8,0.25,0.66,2.56,46.6,0.08,163.5,13.6,0.51,410,Breakfast,Pakistani,Breakfast
"Kalay Chany Black Denitles Food Horse Food Daal, 0.13 Cup",18.4,2.8,0.0,0.4,1.2,0.0,0.0,0.01,1.4,0.06,0.37,25.62,52.9,1.08,125.8,10.3,0.02,231,Lunch,Pakistani,Lunch
"Generic Basmati Rice Boiled Generic, 0.5 cup",38.0,8.0,0.0,0.0,1.2,0.0,20.0,0.17,7.5,0.04,0.01,20.38,28.9,0.47,158.9,0.4,0.83,149,Dinner,Pakistani,Lunch
Dulce De Leche (Boiled Condensed Milk),31.6,5.2,0.0,0.8,0.8,0.0,15.7,0.29,0.5,0.05,1.04,5.08,26.3,0.19,124.7,15.6,0.26,245,Lunch,Pakistani,Lunch
"Take Out Chicken Tikka Starter [Dry], 2.5 portion",155.2,3.2,0.0,4.0,26.0,0.0,28.3,0.23,0.9,0.07,0.56,19.0,44.0,0.33,154.0,29.6,0.15,113,Dinner,Pakistani,Dinner
"Homemade South Cauliflower Poriyal, 1 cup",59.6,6.0,0.0,3.6,2.0,0.0,62.0,0.03,0.8,0.07,0.4,2.46,22.9,0.33,112.5,7.8,0.21,268,Lunch,Pakistani,Lunch
"Chicken Curry With Spices Chicken Curry With Spices, 1 Cup",118.0,0.0,0.0,0.0,0.0,0.0,16.8,0.34,4.3,0.22,0.3,17.82,3.3,2.05,182.0,16.4,0.49,182,Dinner,Pakistani,Dinner
"Iceland 60 Piece Selection Onion Bhaji, 4 bhaji",59.2,5.6,0.0,2.8,1.6,0.0,0.0,0.02,1.1,0.08,0.17,13.69,33.8,0.71,25.4,18.1,0.36,282,Lunch,Pakistani,Lunch
"Summer Apple Juice, 8 oz",48.0,12.0,0.0,0.0,0.0,0.0,41.3,0.32,1.4,0.11,0.15,10.06,56.2,1.46,61.6,14.9,0.12,305,Lunch,Pakistani,Lunch
"Garlic Naan Bread, 1 Piece",64.0,11.2,0.0,1.2,1.6,0.0,0.0,0.14,0.5,0.07,0.39,4.01,10.1,0.0,203.9,25.2,0.21,128,Breakfast,Pakistani,Breakfast
"Tesco Dip Selection Yogurt, Mint and Coriander Raita, 30 g",15.6,0.8,0.0,1.2,0.4,0.0,5.8,0.35,7.5,0.18,0.24,2.61,27.8,0.57,18.5,24.0,0.42,286,Dinner,Global,Lunch
"Amy's Palak Paneer, 1.6 meal (283g)",192.0,24.4,0.0,7.2,7.6,0.0,24.2,0.15,6.2,0.16,0.15,4.53,40.8,0.98,63.4,6.3,0.36,85,Lunch,Pakistani,Lunch
"Jamie Oliver Incredible Curried Chickpeas With Spices and Lemon, 187.5 g (1/2 Packet)",96.8,11.2,0.0,2.8,4.4,0.0,0.0,0.13,3.2,0.11,0.42,2.59,48.2,0.85,71.5,15.6,0.22,115,Lunch,Global,Lunch
"Generic Basmati Rice (Cooked), 1/2 cup",84.0,17.6,0.0,0.4,1.6,0.0,0.0,0.23,1.5,0.01,0.27,7.58,17.9,1.22,39.8,6.0,0.19,144,Dinner,Pakistani,Lunch
"Bombay Potatoes, 105 g",28.0,0.0,0.0,1.2,0.0,0.0,39.4,0.3,3.5,0.02,0.19,14.81,14.9,1.31,251.4,26.6,0.24,326,Dinner,Pakistani,Lunch
"Veg Masala Vegetables Spicy, 100 g",50.0,0.0,0.0,8.8,0.0,0.0,0.0,0.18,5.6,0.14,0.01,5.87,19.6,0.94,137.8,22.2,0.02,118,Dinner,Global,Lunch
"Chicken Jhalfrezi, 1 container",332.0,12.8,0.0,21.6,19.2,0.0,37.0,0.29,7.9,0.07,1.03,16.73,33.4,2.03,12.5,7.8,0.11,328,Dinner,Pakistani,Dinner
"Saag Aur Paneer, 1 1/2 cup",77.6,7.6,0.0,4.0,4.0,0.0,40.2,0.05,2.9,0.14,0.21,30.18,11.7,1.45,106.2,18.2,0.58,110,Dinner,Pakistani,Lunch
"Spinach Curry (Palak No Paneer), 0.33 cup",25.2,2.4,0.0,1.6,0.8,0.0,28.1,0.26,5.2,0.16,0.38,2.98,8.0,0.03,214.9,23.5,0.3,226,Dinner,Pakistani,Dinner
"Pret A Manger Spiced Chickpea Wrap, 1 wrap",104.0,18.4,0.0,2.0,4.0,0.0,30.0,0.59,2.4,0.01,0.32,7.96,9.6,0.1,190.5,17.8,0.03,423,Dinner,Pakistani,Lunch
"Generic Pani Puri ( Chat), 1 plate",40.0,6.8,0.0,1.6,0.8,0.0,12.4,0.31,2.3,0.05,0.88,10.26,24.0,1.8,93.6,10.3,0.15,176,Dinner,Pakistani,Lunch
"John West Tuna Tempters Mild Curry (Aus), 76 g",36.0,0.8,0.0,1.2,5.2,0.0,48.3,0.27,4.0,0.06,1.04,7.96,13.8,1.51,147.1,4.5,0.49,66,Dinner,Pakistani,Dinner
"Yoghurt Mint Sauce, 33.34 ml",18.8,1.2,0.0,1.2,1.2,0.0,26.0,0.27,10.8,0.05,0.39,5.99,67.2,0.21,91.1,15.3,0.38,72,Dinner,Pakistani,Lunch
"Tender Meat Cubes- Vindaloo, 1 serving(s)",255.2,3.2,0.0,16.8,19.2,0.0,15.9,0.02,5.7,0.08,0.75,6.25,14.9,0.13,32.6,18.7,0.77,10,Dinner,Pakistani,Lunch
"Nan ( Flat Bread), 1 baked",219.2,30.0,0.0,8.0,6.0,0.0,52.0,0.07,4.8,0.04,0.45,19.46,32.7,0.41,37.9,21.8,0.01,464,Dinner,Pakistani,Lunch
Gajar Ka Halwa,182.8,16.4,0.0,11.6,4.8,0.0,30.4,0.17,0.6,0.02,0.41,2.27,0.2,0.47,126.3,5.0,0.58,73,Breakfast,Pakistani,Breakfast
"Chicken Rogan Josh, 200 g",240.0,11.2,0.0,12.8,22.4,0.0,0.0,0.07,1.5,0.25,0.06,3.28,25.0,0.7,113.8,2.4,0.98,491,Dinner,Pakistani,Dinner
"Butter Chicken, 0.75 cups",55.6,8.4,0.0,0.8,3.6,0.0,1.6,0.01,4.5,0.02,1.28,13.41,20.3,1.42,208.5,7.5,0.07,231,Dinner,Pakistani,Dinner
"Homemade Masoor Dal (Lentils), 0.5 cup cooked of cup made",36.0,5.6,0.0,0.8,2.4,0.0,0.0,0.04,1.6,0.04,1.19,12.36,27.6,1.79,301.7,8.8,0.6,305,Lunch,Pakistani,Lunch
"Allrecipes.com Oklahoma Tacos, 0.33 taco in 5-6 in. frybread",77.6,6.4,0.0,3.6,4.8,0.0,23.1,0.31,5.4,0.06,0.09,21.97,1.9,0.28,279.3,5.3,0.18,197,Dinner,Pakistani,Lunch
"Buffet Gobi Manchurian, 50 g",118.0,12.8,0.0,7.2,2.0,0.0,0.0,0.09,1.0,0.04,0.41,5.68,29.4,1.45,140.2,23.1,0.58,385,Dinner,Pakistani,Lunch
"Tesco Big Night In 4 Onion Bhajis, 3 bhajis",146.4,10.4,0.0,10.0,27.2,0.0,25.7,0.18,13.4,0.14,0.49,11.26,17.2,0.83,131.6,7.1,0.46,458,Dinner,Pakistani,Lunch
"Pilau Rice, 100.01 g",54.0,6.4,0.0,0.8,0.8,0.0,6.7,0.04,0.1,0.01,0.04,11.05,11.8,0.15,114.4,28.4,0.84,163,Lunch,Pakistani,Lunch
"Generic Pav Bhaji, 1/2 cup cooked",84.0,6.4,0.0,6.0,0.8,0.0,60.9,0.58,2.8,0.15,0.29,11.87,4.7,0.71,83.6,10.3,0.36,207,Dinner,Pakistani,Lunch
"Sainsburys Coriander & Mint Raita, 37.5 g",12.4,1.2,0.0,0.4,0.8,0.0,0.0,0.06,6.9,0.16,0.78,15.36,7.4,1.48,91.1,11.5,0.0,142,Dinner,Pakistani,Lunch
"Lamb Tikka, 4 oz",70.8,1.6,0.0,2.0,10.0,0.0,0.0,0.12,0.4,0.03,0.45,3.85,27.8,2.15,185.2,11.6,0.33,166,Dinner,Pakistani,Dinner
"Tesco Tonic Water, 1000 ml",88.0,20.4,0.0,0.0,0.0,0.0,11.4,0.21,0.5,0.09,0.36,0.89,27.5,0.17,217.7,5.0,1.08,10,Dinner,Pakistani,Lunch
"Bar Harbor New England Pudding, 1/2 cup (4oz, 134g)",68.0,11.6,0.0,2.0,1.2,0.0,0.0,0.28,8.4,0.17,0.45,23.43,9.1,1.9,73.5,2.6,0.32,530,Lunch,Pakistani,Lunch
"Lamb Vindaloo (No Rice), 322.8 g",172.8,15.2,0.0,7.2,12.4,0.0,54.9,0.57,1.5,0.07,1.25,17.44,32.0,0.05,116.1,10.7,0.53,437,Dinner,Pakistani,Dinner
"Homemade Besan Sev, 1 Cup",149.6,9.6,0.0,10.8,3.2,0.0,51.3,0.26,5.4,0.2,0.36,1.14,1.7,0.65,147.7,32.1,0.34,215,Dinner,Pakistani,Lunch
Homemade Lemon Ice Cream,103.2,8.8,0.0,7.2,1.6,0.0,6.6,0.06,3.2,0.03,0.89,13.45,39.0,0.64,138.3,20.6,0.49,355,Dinner,Pakistani,Lunch
"Lamb Biriyani, 2 cups",166.8,10.8,0.0,9.6,9.6,0.0,19.6,0.24,4.4,0.08,0.22,4.88,5.4,0.25,290.0,22.7,1.17,36,Dinner,Pakistani,Dinner
"Sainsburys Pilau Rice, 100 g",67.2,13.2,0.0,0.8,1.2,0.0,0.0,0.02,8.2,0.01,0.73,7.54,72.6,0.58,220.7,21.2,0.01,371,Lunch,Global,Lunch
"Keema Naan, 2/5 naan",136.0,18.8,0.0,4.8,4.4,0.0,0.0,0.06,12.2,0.05,0.59,6.41,4.5,1.47,12.0,8.7,0.41,236,Breakfast,Global,Breakfast
"Valley Meats Moose Polish Sausage, 7 Ounce",106.4,0.0,0.0,0.0,22.4,0.0,30.8,0.35,2.9,0.02,0.8,10.45,19.3,0.88,38.3,12.4,1.16,77,Lunch,Pakistani,Lunch
"Home Made Soya Chunks/ Nutrela Sabji With Onion Tomato & Spices, 0.65 cup",61.2,10.0,0.0,1.2,10.8,0.0,0.0,0.07,5.0,0.01,0.08,8.94,25.5,0.81,92.9,15.0,0.35,288,Dinner,Pakistani,Lunch
"Rice Basmati Rice, 0.3 cup/50g",42.0,9.2,0.0,0.4,0.8,0.0,10.2,0.22,2.8,0.27,0.02,5.78,24.3,0.85,215.4,1.9,0.69,308,Lunch,Pakistani,Lunch
"Pure 100% Organic Grass Fed Ghee, 0.5 tbsp",24.0,0.0,0.0,2.8,0.0,0.0,40.9,0.37,3.7,0.13,0.17,2.23,16.8,0.48,215.3,11.3,0.05,160,Dinner,Pakistani,Lunch
"Chapati, 1 serving",66.0,12.8,0.0,0.4,2.4,0.0,28.1,0.03,14.4,0.08,0.84,0.02,28.3,1.27,217.5,20.5,0.75,172,Breakfast,Pakistani,Breakfast
"Aubergine (Eggplant) & Potato Curry, 1 serving",88.8,12.8,0.0,3.2,2.0,0.0,38.0,0.16,7.3,0.2,0.26,6.87,11.5,0.85,138.0,22.8,0.57,225,Breakfast,Pakistani,Breakfast
"Mango Chicken Curry, 1 plate",128.0,6.8,0.0,6.0,12.4,0.0,18.4,0.23,7.1,0.03,1.82,24.58,10.5,0.51,199.6,25.6,0.26,10,Dinner,Pakistani,Dinner
Sheer Khurma,132.8,18.0,0.0,5.6,3.6,0.0,24.9,0.41,4.0,0.18,0.63,6.78,35.5,0.72,183.5,11.0,0.22,196,Dinner,Pakistani,Lunch
"Tea, 240 ml",32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.6,0.07,0.3,0.32,39.4,0.74,234.3,0.2,0.17,269,Lunch,Pakistani,Lunch
"Tesco Big Night In Bombay Potatoe (Half A Pack), 125 g",52.0,5.6,0.0,2.4,1.2,0.0,0.0,0.19,2.5,0.25,0.34,1.28,23.1,0.59,115.0,18.6,0.49,222,Lunch,Pakistani,Lunch
"Cuisine Mutton Handi Lamb Dish, 0.75 plate",90.0,1.6,0.0,5.2,9.6,0.0,29.9,0.09,7.0,0.0,0.19,6.1,29.3,0.98,26.5,2.2,0.43,207,Dinner,Pakistani,Dinner
