Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Food Aloo Samosa Pastry With Potato Filling, 1.2 oz Smoky",16.3,1.4,0.0,1.5,0.0,0.0,33.4,0.1,2.4,0.14,0.68,12.35,32.5,0.81,24.7,8.8,0.35,227,Snack,Pakistani,Snack
"Co-op 12 Selection Vegetable Pakora, 2 pakora Low-fat",33.7,3.0,0.0,1.0,1.1,0.0,36.0,0.26,10.9,0.14,0.86,3.31,10.1,1.24,118.7,17.8,0.05,317,Snack,Pakistani,Snack
Boiled Egg Dry Spicy Grilled,51.1,27.6,0.0,0.6,3.9,0.0,0.0,0.24,0.1,0.08,0.53,12.12,18.6,0.18,120.3,28.1,0.69,164,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 90 g Masaledar",78.9,8.8,0.0,3.3,1.2,0.0,24.8,0.05,1.8,0.02,0.58,0.8,11.4,0.97,169.0,12.8,0.25,36,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Light Crispy",49.2,8.4,0.0,0.3,1.3,0.0,2.9,0.26,2.3,0.15,0.38,0.85,8.8,0.59,67.3,1.5,0.45,195,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 1 Samosa (35 Grams) Punjabi",37.9,5.6,0.0,0.7,1.4,0.0,13.8,0.15,0.8,0.11,0.74,5.17,9.3,0.31,3.3,4.3,0.42,262,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat Grilled Light",95.8,0.0,0.0,5.5,12.7,0.0,13.2,0.39,1.1,0.02,0.41,10.85,23.4,1.48,136.4,20.8,0.1,368,Snack,Pakistani,Snack
"Aloo Chana Chaat, 1 portion Buttery",64.8,13.0,0.0,0.8,2.7,0.0,37.4,0.09,2.8,0.04,0.9,0.04,48.2,0.44,231.9,5.1,0.74,90,Snack,Pakistani,Snack
"Co-op Mini Selection Mini Samosa, 3 Samosa Herbed Crispy",63.4,0.0,0.0,1.5,0.0,0.0,27.3,0.39,2.6,0.05,0.34,10.63,11.9,1.34,164.6,1.6,0.2,46,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Punjabi Slow-cooked Spicy Light Light",117.6,11.9,0.0,5.2,2.1,0.0,11.4,0.15,2.5,0.17,0.02,5.72,13.7,0.43,175.1,21.7,0.89,162,Snack,Pakistani,Snack
"Deep Gourmet Pakora Spinach, 2.5 pieces Spicy",51.8,4.6,0.0,4.2,2.1,0.0,22.7,0.39,8.2,0.05,0.15,10.58,18.7,1.18,13.3,17.3,0.74,17,Snack,Pakistani,Snack
"Vegetable Samosa, 0.13 samosa Spicy Crispy",11.3,0.5,0.0,0.3,0.0,0.0,21.5,0.17,1.6,0.11,0.47,1.67,5.1,1.14,65.2,17.7,0.33,188,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1.13 piece - Punjabi",92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,3.6,0.08,0.14,0.86,27.2,0.01,177.9,22.1,0.32,202,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 1 vegetable samosa Slow-cooked Home-cooked",12.5,1.7,0.0,0.7,0.6,0.0,0.0,0.42,2.3,0.02,0.42,3.74,11.7,0.34,32.3,12.7,0.93,10,Snack,Pakistani,Snack
"Homemade Dahi Bhalla / Bhalle, 1 cup (160g) Hyderabadi Low-fat Hyderabadi",67.4,7.7,0.0,1.7,1.8,0.0,0.0,0.12,0.5,0.25,0.35,9.27,10.6,0.3,149.0,15.9,0.48,188,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Home-cooked Grilled Masaledar",46.6,4.5,0.0,1.0,0.8,0.0,0.0,0.68,3.6,0.05,0.01,8.8,14.1,0.35,43.8,17.8,0.07,385,Snack,Pakistani,Snack
Dry Fruits Mix Light - Crispy,100.3,36.5,0.0,12.4,5.4,0.0,37.2,0.17,6.2,0.0,0.5,7.44,1.0,0.44,78.0,20.6,0.07,148,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 3 samosa Tandoori Spicy",202.0,15.5,0.0,12.6,3.0,0.0,52.9,0.26,0.4,0.14,0.26,18.98,11.0,1.72,96.4,14.2,0.29,304,Snack,Pakistani,Snack
"Schweppes Diet Tonic Water Classic Mixers, 0.5 container (750 mls ea.) Hyderabadi Home-cooked",10.1,0.0,0.0,0.0,0.0,0.0,4.8,0.18,2.1,0.03,0.07,12.8,27.1,1.31,19.5,16.3,0.06,304,Snack,Pakistani,Snack
"Homemade Kala Chana, 0.5 cup Light",32.3,5.5,0.0,0.3,2.0,0.0,0.0,0.36,4.4,0.17,0.58,7.72,3.9,0.25,88.8,6.8,0.45,248,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1.13 piece Punjabi",100.8,0.0,0.0,0.0,0.0,0.0,53.5,0.37,2.8,0.03,0.45,3.82,27.5,0.04,151.7,3.8,0.22,117,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Smoky Hyderabadi Tandoori",103.1,10.5,0.0,2.2,2.2,0.0,18.7,0.17,5.0,0.05,0.45,2.34,21.1,0.25,129.9,8.6,0.36,125,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Home-cooked",30.5,3.8,0.0,1.6,0.9,0.0,19.7,0.31,9.5,0.12,0.31,2.85,23.3,0.47,56.1,9.7,0.39,57,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Slow-cooked",114.7,11.6,0.0,3.9,2.3,0.0,24.2,0.2,6.1,0.03,0.5,3.85,22.9,1.13,96.4,4.4,0.59,200,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 1 vegetable samosa Crispy Masaledar Punjabi",17.1,2.5,0.0,0.8,0.3,0.0,4.5,0.16,3.1,0.05,0.02,8.76,16.5,2.67,136.6,10.0,0.04,299,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 2 Samosa (50g) Smoky Punjabi Light",82.0,0.0,0.0,6.5,0.0,0.0,51.6,0.0,6.0,0.07,0.42,4.87,8.4,0.24,150.6,7.5,0.32,323,Snack,Pakistani,Snack
"M&s Modern Crispy Chaat Selection, 3.99 pieces Dry",95.6,10.6,0.0,3.3,3.6,0.0,56.1,0.03,1.8,0.14,0.21,7.12,16.3,0.25,129.5,29.0,0.53,463,Snack,Pakistani,Snack
"Deep Gourmet Potato & Pea Cocktail Samosa, 10 pieces (3g) Light",47.2,5.7,0.0,0.0,1.4,0.0,2.3,0.13,3.7,0.17,0.88,20.54,37.9,0.93,162.7,3.4,0.88,357,Snack,Pakistani,Snack
"Chana Masala, 1 cup (275g) Punjabi Tandoori",177.1,30.0,0.0,4.1,4.9,0.0,1.4,0.11,7.6,0.05,0.19,15.65,32.0,1.18,6.6,15.2,0.0,151,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 100 g Low-fat - Crispy",90.8,10.4,0.0,2.6,1.6,0.0,0.0,0.67,1.9,0.17,1.06,1.15,21.5,0.09,124.0,9.3,0.93,485,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Slow-cooked",76.4,7.8,0.0,4.0,1.9,0.0,11.0,0.26,0.4,0.04,0.23,1.17,23.7,0.71,134.9,6.5,0.46,355,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Buttery",272.1,10.8,0.0,39.7,6.4,0.0,0.0,0.02,5.5,0.14,0.03,2.54,13.1,2.05,42.2,20.2,0.49,160,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1 piece Buttery Low-fat",79.1,0.0,0.0,0.0,0.0,0.0,0.0,0.35,6.8,0.03,0.21,9.54,22.1,0.51,2.3,28.0,0.47,220,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 1 vegetable samosa Slow-cooked Home-cooked Light",14.5,2.0,0.0,0.8,0.6,0.0,11.1,0.45,1.9,0.0,0.47,11.12,12.3,0.44,81.9,28.4,0.64,221,Snack,Pakistani,Snack
Date Roll Buttery,15.0,2.4,0.0,0.9,0.5,0.0,14.9,0.09,4.3,0.2,0.14,4.89,13.0,0.2,1.0,8.9,0.17,424,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1 piece Buttery Tandoori",97.1,0.0,0.0,0.0,0.0,0.0,49.8,0.27,4.2,0.04,0.43,19.02,24.7,0.39,119.5,12.3,0.32,112,Snack,Pakistani,Snack
"Homemade Kala Chana, 0.5 cup Punjabi",38.8,6.6,0.0,0.3,1.1,0.0,0.0,0.02,3.7,0.07,0.26,4.33,3.8,0.47,197.3,24.5,0.84,295,Snack,Pakistani,Snack
Pakora Slow-cooked Smoky,119.3,14.0,0.0,18.1,3.4,0.0,20.1,0.4,6.1,0.06,0.21,7.71,4.4,0.77,130.7,2.3,0.56,423,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Punjabi Slow-cooked Tandoori",96.3,9.8,0.0,6.8,3.1,0.0,43.8,0.59,3.5,0.09,0.51,0.74,1.7,0.41,36.0,0.3,1.05,218,Snack,Pakistani,Snack
Lassi Grilled,79.5,29.5,0.0,12.2,5.1,0.0,1.9,0.23,9.0,0.01,0.18,8.46,45.2,0.56,173.6,12.9,0.3,95,Snack,Pakistani,Snack
"M&s Modern Crispy Chaat Selection, 3.99 pieces Buttery",77.9,8.6,0.0,3.5,2.9,0.0,16.1,0.02,6.3,0.08,0.45,3.69,43.3,1.5,105.3,17.7,0.84,150,Snack,Pakistani,Snack
"Deep Gourme Jumbo Punjabi Jumbo Samosa, 1 piece Hyderabadi",86.0,9.5,0.0,3.2,1.7,0.0,0.0,0.54,0.5,0.06,0.32,4.72,24.3,0.11,54.4,19.1,0.88,155,Snack,Pakistani,Snack
"Chana Masala, 1.5 cup (275g) Herbed",231.8,39.3,0.0,4.6,8.0,0.0,45.7,0.2,11.0,0.12,0.28,20.84,22.0,2.1,98.7,14.2,0.57,194,Snack,Pakistani,Snack
"Paneer Pakora, 1 piece Crispy",38.3,0.0,0.0,2.1,0.0,0.0,0.0,0.3,4.6,0.12,0.39,10.25,14.9,0.81,175.9,22.8,0.42,187,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 3 samosa - Hyderabadi",176.4,13.6,0.0,7.7,3.1,0.0,42.5,0.11,1.5,0.04,0.03,16.3,12.2,1.04,221.3,20.6,0.4,114,Snack,Pakistani,Snack
Fruit Chaat Home-cooked,74.1,4.0,0.0,13.1,7.4,0.0,25.4,0.24,4.2,0.1,0.08,20.87,2.3,1.01,57.4,5.7,0.31,281,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 1 oz Dry - Herbed",10.0,0.8,0.0,0.5,0.5,0.0,27.5,0.07,5.2,0.09,0.43,19.41,47.4,0.15,19.6,12.3,0.11,391,Snack,Pakistani,Snack
"Mango Lassi, 0.5 cup Buttery",22.1,4.8,0.0,0.3,1.0,0.0,0.0,0.6,4.4,0.08,0.95,2.25,3.8,1.21,200.3,5.6,0.98,227,Snack,Global,Snack
"Vegetable Seekh Kebabs, 1 kebab Slow-cooked",31.1,4.4,0.0,0.9,1.5,0.0,0.0,0.18,9.8,0.03,0.27,10.06,27.6,1.32,153.1,9.4,0.36,92,Snack,Pakistani,Snack
"Chana Masala, 1 cup (275g) Punjabi Dry",152.5,25.9,0.0,3.6,5.4,0.0,0.0,0.09,2.7,0.18,0.09,7.86,0.4,0.28,174.4,38.8,0.62,157,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora Buttery",23.8,2.3,0.0,1.6,0.8,0.0,46.5,0.29,9.6,0.18,0.3,1.09,24.9,0.11,198.4,10.4,0.6,476,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Dry Herbed",44.8,10.1,0.0,2.7,0.5,0.0,56.0,0.23,6.8,0.12,0.25,3.83,14.6,0.82,185.9,18.7,1.01,278,Snack,Pakistani,Snack
"Paneer Pakora, 1 piece Slow-cooked Smoky",34.2,0.0,0.0,2.3,0.0,0.0,0.9,0.08,0.6,0.05,1.36,1.75,13.1,0.48,240.1,24.6,1.18,229,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 1.3 samosa - Slow-cooked",82.8,6.6,0.0,5.2,1.4,0.0,41.2,0.25,1.8,0.14,1.0,1.02,12.3,1.02,150.7,10.6,0.62,519,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 100 g Low-fat - Smoky Light Spicy",89.2,10.2,0.0,2.7,2.0,0.0,0.0,0.27,0.0,0.18,0.04,1.36,14.0,0.32,44.6,5.2,0.38,128,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Light Punjabi",61.0,10.4,0.0,0.4,1.6,0.0,0.0,0.72,1.5,0.01,0.18,4.85,50.5,1.47,59.5,5.8,0.9,535,Snack,Pakistani,Snack
"Paneer Pakora, 3 piece Smoky Light",105.9,0.0,0.0,4.2,0.0,0.0,22.4,0.16,3.2,0.17,0.13,2.44,3.4,1.53,207.7,14.9,0.45,143,Snack,Pakistani,Snack
"Tesco 12 Snack Selection (Mini Vegetable Pakoras), 2 pakora - Spicy",41.1,2.2,0.0,5.9,0.0,0.0,48.1,0.42,7.7,0.01,0.06,3.75,7.5,1.78,125.0,11.4,0.5,228,Snack,Pakistani,Snack
"Boti Lamb Kebab, 1 serving 50 grams Punjabi - Grilled",187.6,23.8,0.0,5.0,24.2,0.0,7.6,0.63,2.1,0.12,0.08,3.95,38.1,0.78,48.3,19.3,0.44,251,Snack,Pakistani,Snack
"Recipes Chana Dal, 1/4 cup Punjabi Smoky",72.8,12.3,0.0,1.6,6.3,0.0,24.0,0.43,1.0,0.12,1.07,7.91,9.4,2.45,138.5,23.2,0.23,380,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) - Hyderabadi Light",44.8,0.0,0.0,2.2,0.0,0.0,22.2,0.3,6.8,0.08,0.44,4.8,6.9,2.07,131.0,19.2,0.1,18,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 0.5 Samosa (50g) Low-fat Spicy",25.8,6.0,0.0,1.0,0.3,0.0,50.0,0.32,4.0,0.04,0.89,2.21,33.4,1.79,135.2,23.0,0.55,236,Snack,Pakistani,Snack
"Bloomin’ -Spiced Whole Roasted Cauliflower, 1 serving(s) - Home-cooked",76.0,10.6,0.0,2.2,8.1,0.0,0.0,0.69,0.8,0.02,0.09,3.2,13.3,0.19,24.3,5.6,0.83,88,Snack,Global,Snack
"Sheek Kebab, 55 g Punjabi Tandoori Spicy Punjabi Spicy",63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.5,0.27,0.01,1.35,44.6,0.91,44.7,16.5,0.56,10,Snack,Pakistani,Snack
Dates Masaledar,102.7,19.9,0.0,21.6,1.5,0.0,0.0,0.36,10.1,0.03,0.9,4.47,4.0,0.36,187.2,12.6,0.31,276,Snack,Pakistani,Snack
Dry Fruits Mix Masaledar - Home-cooked,90.4,32.8,0.0,8.0,1.9,0.0,26.8,0.28,3.1,0.13,0.01,14.52,3.7,0.18,107.9,26.8,0.39,225,Snack,Pakistani,Snack
"Vegetable Samsosas Dish, 2 samosa Tandoori Masaledar",65.1,9.0,0.0,2.8,1.1,0.0,44.5,0.67,1.1,0.03,0.34,8.43,11.8,0.55,58.0,6.0,0.11,182,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Herbed Home-cooked Buttery",19.3,2.2,0.0,1.2,0.5,0.0,51.2,0.07,4.3,0.2,0.31,9.04,12.8,1.54,63.0,6.0,0.86,328,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Low-fat Masaledar",18.4,2.3,0.0,1.4,0.3,0.0,29.3,0.01,8.5,0.04,0.27,12.3,8.6,0.01,143.8,15.6,0.75,500,Snack,Pakistani,Snack
"Moong Daal Dahi Vada, 0.25 pieces - Spicy",10.0,0.4,0.0,0.4,0.3,0.0,4.6,0.08,0.3,0.07,0.28,1.57,30.4,0.63,35.9,6.7,1.03,95,Snack,Pakistani,Snack
"Dahi Whole Milk Yogurt, 1 cup/(227g Grilled Tandoori",76.3,7.6,0.0,2.9,3.2,0.0,0.0,0.38,4.3,0.04,0.67,32.53,41.9,0.3,239.1,13.5,1.24,144,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 0.5 samosa - Smoky",37.4,2.9,0.0,2.7,0.5,0.0,53.2,0.37,10.5,0.03,0.68,1.43,18.8,0.67,165.8,16.2,0.17,238,Snack,Pakistani,Snack
"Samosa Chaat, 266.8 g Crispy",118.1,19.9,0.0,6.2,8.8,0.0,32.3,0.05,2.9,0.12,0.47,12.31,18.7,0.74,178.9,11.4,0.12,287,Snack,Global,Snack
"Homemade (Anjum Anand Food Made Easy Recipe) <Potassium> Samosa Potato and Pea With Filo Pastry, 1.5 Samosa Buttery",47.4,9.3,0.0,0.0,1.4,0.0,0.0,0.42,7.1,0.18,0.11,2.84,35.1,0.7,189.9,8.4,0.7,313,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Punjabi Slow-cooked Tandoori Light",96.2,9.8,0.0,7.9,3.5,0.0,9.8,0.49,6.9,0.03,0.51,4.29,2.1,0.7,188.7,19.5,1.33,234,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Home-cooked",83.9,8.5,0.0,4.9,2.3,0.0,0.0,0.35,6.2,0.04,0.35,1.72,68.7,0.61,299.1,23.0,0.76,435,Snack,Pakistani,Snack
"Deep Gourmet Pakora Spinach, 2.5 pieces Tandoori Punjabi",55.0,4.8,0.0,2.4,1.9,0.0,7.7,0.02,6.7,0.03,0.4,1.41,18.2,0.11,26.1,10.8,0.01,429,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 6 fritters Smoky",83.6,5.9,0.0,6.9,1.8,0.0,15.5,0.0,0.6,0.17,0.18,5.1,23.1,0.39,38.8,22.5,0.43,349,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 1 container (2 pakoras ea.) Tandoori - Dry",134.5,13.6,0.0,6.0,1.7,0.0,39.4,0.26,7.0,0.01,0.59,2.03,18.8,0.57,225.4,12.3,0.07,61,Snack,Pakistani,Snack
"Homemade Kala Chana, 1 cup Home-cooked Slow-cooked Low-fat",83.2,13.7,0.0,0.9,3.9,0.0,63.1,0.45,2.6,0.08,1.21,0.46,21.2,1.33,37.0,6.9,0.37,239,Snack,Pakistani,Snack
"Homemade Kala Chana, 0.5 cup Dry Punjabi",24.8,4.2,0.0,0.5,1.7,0.0,1.9,0.16,7.1,0.08,0.49,22.44,9.7,2.58,154.2,14.9,0.55,336,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 300 g Grilled",102.9,6.8,0.0,4.7,2.6,0.0,0.0,0.43,2.3,0.05,0.8,7.75,5.1,2.03,2.9,14.2,0.07,10,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Grilled",42.8,4.1,0.0,2.0,1.7,0.0,48.3,0.11,7.2,0.01,0.6,10.89,48.1,0.06,276.9,16.7,0.57,142,Snack,Pakistani,Snack
Seviyan (sweet vermicelli) Home-cooked Smoky Buttery Hyderabadi,115.1,28.3,0.0,10.3,4.6,0.0,35.9,0.27,6.0,0.02,0.69,2.27,3.2,0.09,38.6,21.3,0.82,659,Snack,Pakistani,Snack
"Samosa (Potato-filled), 0.75 piece Crispy",88.7,9.2,0.0,4.5,1.1,0.0,56.6,0.02,5.6,0.0,0.87,6.86,23.9,0.5,24.2,2.7,0.04,123,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 1 Samosa (35 Grams) Light - Hyderabadi Crispy",34.9,5.1,0.0,0.7,2.8,0.0,0.0,0.21,13.2,0.03,0.45,5.52,36.6,0.83,187.6,16.1,0.66,286,Snack,Pakistani,Snack
"Recipes Chana Dal, 1/4 cup Punjabi Smoky Buttery",64.0,10.8,0.0,1.2,5.9,0.0,19.3,0.19,3.0,0.06,1.14,4.41,26.3,0.02,199.6,13.3,0.22,139,Snack,Pakistani,Snack
"Homemade Kala Chana, 0.5 cup Hyderabadi Light",23.7,4.1,0.0,0.5,1.2,0.0,0.0,0.4,0.2,0.06,0.53,5.69,18.4,1.12,251.5,7.9,0.21,304,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Light Spicy",47.6,8.1,0.0,0.3,1.7,0.0,0.0,0.44,4.6,0.09,0.14,1.22,40.2,0.75,25.8,17.7,0.06,252,Snack,Pakistani,Snack
Aloo Chana Chaat Punjabi,130.8,24.0,0.0,2.4,4.4,0.0,0.0,0.15,0.5,0.1,0.42,10.31,53.7,0.72,198.3,19.7,1.23,247,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1.13 piece Punjabi Tandoori",96.1,0.0,0.0,0.0,0.0,0.0,17.1,0.17,6.8,0.08,0.17,0.37,11.8,1.3,172.7,10.9,0.07,164,Snack,Pakistani,Snack
"Quorn 8 Samosas, 1 samosa Tandoori",19.0,2.1,0.0,1.4,1.0,0.0,0.0,0.11,4.5,0.07,0.11,1.12,44.3,0.25,227.7,13.5,0.25,102,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 6 fritters Spicy",83.2,5.9,0.0,7.0,1.5,0.0,36.3,0.06,4.8,0.02,0.99,8.55,17.1,1.58,152.4,20.1,0.06,289,Snack,Pakistani,Snack
Seviyan (sweet vermicelli) Home-cooked Smoky Herbed Masaledar,124.2,30.4,0.0,8.8,7.7,0.0,0.0,0.29,6.2,0.0,0.62,3.42,0.6,0.67,111.4,18.8,0.68,488,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 0.5 samosa Smoky Buttery",28.4,2.2,0.0,1.4,0.4,0.0,17.6,0.33,3.0,0.11,0.34,11.15,23.6,1.19,181.2,12.2,0.41,10,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 3 fritters Tandoori",39.1,2.6,0.0,2.8,0.8,0.0,13.6,0.42,2.8,0.01,0.14,3.46,44.5,0.34,95.9,6.1,0.3,252,Snack,Pakistani,Snack
"Asda Snacks Vegetable Samosa, 1 Samosa Smoky",47.0,5.2,0.0,1.3,0.8,0.0,63.6,0.14,1.1,0.08,0.01,4.14,45.1,0.92,107.7,11.0,0.48,95,Snack,Global,Snack
"Moong Daal Dahi Vada, 2 pieces Home-cooked Tandoori Herbed",64.0,5.0,0.0,4.0,1.3,0.0,29.6,0.02,2.1,0.11,0.22,10.12,63.3,1.84,64.8,14.0,0.24,467,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Light Punjabi Herbed",63.9,10.9,0.0,0.4,2.1,0.0,0.0,0.42,6.1,0.08,0.33,2.2,11.3,1.53,6.0,24.8,0.92,82,Snack,Pakistani,Snack
Dried Dates Pudding Recipe Grilled Home-cooked Dry,137.9,14.9,0.0,4.4,2.5,0.0,0.0,0.45,7.9,0.03,0.2,16.92,41.5,1.58,326.8,24.4,0.53,423,Snack,Global,Snack
"Deep Gourme Jumbo Punjabi Jumbo Samosa, 1 piece - Herbed",93.3,10.3,0.0,3.6,1.2,0.0,36.7,0.01,11.7,0.0,0.07,12.8,0.6,0.52,179.5,10.9,0.88,344,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Low-fat Hyderabadi Slow-cooked",16.1,2.1,0.0,1.9,0.5,0.0,32.6,0.1,3.1,0.14,0.65,2.88,1.5,0.59,171.8,8.9,0.28,479,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Home-cooked Light Low-fat",34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,2.9,0.02,0.58,10.72,2.1,0.76,124.1,16.5,0.58,287,Snack,Pakistani,Snack
"Vegtable Samosa, 1 portion Punjabi Light",62.6,6.7,0.0,2.8,1.1,0.0,7.7,0.27,5.9,0.09,0.28,7.0,1.8,0.58,13.8,18.9,0.47,508,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 0.2 piece Dry Light",10.4,0.4,0.0,0.4,0.8,0.0,0.0,0.33,10.5,0.14,0.49,4.19,5.4,0.51,74.8,9.5,0.41,386,Snack,Global,Snack
"Samosa Chaat, 156 g Tandoori Spicy",81.4,13.6,0.0,5.2,5.8,0.0,4.4,0.21,0.3,0.05,0.27,20.31,29.1,0.43,112.1,6.3,0.18,356,Snack,Pakistani,Snack
Dahi Bhallay Tandoori,71.1,36.8,0.0,2.5,1.4,0.0,14.3,0.14,2.1,0.07,0.17,12.4,63.5,1.39,150.2,19.4,1.17,139,Snack,Pakistani,Snack
"Samosa Chaat, 156 g Hyderabadi",83.1,13.8,0.0,3.6,2.8,0.0,30.2,0.1,8.0,0.02,0.55,5.16,28.7,0.21,118.1,22.6,0.45,397,Snack,Pakistani,Snack
"Chicken Chaat Drumstick (Tandori or Jatt Patt), 1 Leg (no skin) Tandoori",33.9,0.0,0.0,1.4,5.4,0.0,25.7,0.01,3.9,0.1,0.87,3.66,18.9,0.06,86.5,13.6,0.37,294,Snack,Pakistani,Snack
"Vegetable Seekh Kebabs, 1 kebab Masaledar",31.4,4.5,0.0,0.9,1.9,0.0,56.6,0.34,10.8,0.06,0.12,14.56,49.1,0.72,260.8,11.3,0.77,447,Snack,Pakistani,Snack
"Gourmet Spinach Pakora, 6 pieces (130g) Punjabi Low-fat",114.0,10.2,0.0,9.2,3.6,0.0,50.0,0.26,0.5,0.06,0.45,14.19,32.9,0.93,252.4,10.2,0.95,213,Snack,Pakistani,Snack
"Mango Lassi, 0.38 cup Grilled",21.1,4.5,0.0,0.0,0.5,0.0,11.3,0.19,4.9,0.16,0.47,13.85,8.7,0.56,39.9,27.9,0.33,175,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1 piece Tandoori Dry Buttery",91.9,0.0,0.0,0.0,0.0,0.0,52.9,0.09,5.7,0.05,0.36,12.66,3.6,1.39,24.5,22.7,0.5,10,Snack,Pakistani,Snack
"Paneer Pakora, 3 piece Masaledar",90.1,0.0,0.0,4.0,0.0,0.0,0.0,0.03,5.8,0.01,0.25,1.14,30.0,0.22,83.6,6.4,0.2,435,Snack,Pakistani,Snack
"Boti Lamb Kebab, 1 serving 50 grams Punjabi - Grilled Light",199.3,25.3,0.0,5.5,29.1,0.0,27.7,0.24,1.0,0.03,0.64,0.39,19.0,1.07,291.8,4.1,0.13,404,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 80 g Smoky",57.5,6.5,0.0,4.0,1.6,0.0,9.6,0.12,1.9,0.18,0.5,7.98,10.1,1.69,225.2,8.7,0.36,353,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Buttery Hyderabadi",304.2,12.1,0.0,27.8,7.5,0.0,38.5,0.46,3.1,0.13,0.21,0.98,1.5,0.74,270.9,12.8,0.65,268,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora - Low-fat Light Punjabi",22.5,2.1,0.0,1.8,0.4,0.0,25.5,0.12,3.7,0.04,0.16,6.41,27.3,0.55,100.7,5.3,0.24,464,Snack,Pakistani,Snack
"Sheek Kebab, 55 g - Home-cooked",49.2,0.0,0.0,0.0,0.0,0.0,14.8,0.08,1.1,0.16,0.33,7.67,35.4,0.88,82.3,20.1,0.32,233,Snack,Pakistani,Snack
